frame,timestamp,vehicle_x,vehicle_y,vehicle_z,velocity_kmh,acceleration,throttle,brake,steer
576,7.030405353754759,393.0981140136719,-228.0875701904297,0.22804249823093414,3.5280002832412722,9.800002098083496,0.0,0.0,0.0
577,7.080405354499817,393.0943908691406,-227.7404022216797,0.21334253251552582,25.061049029601172,139.2280465356323,0.5,0.0,0.0
578,7.130405355244875,393.0906982421875,-227.3932342529297,0.1986425518989563,25.061049029601172,0.0,0.5,0.0,0.0
579,7.180405355989933,393.08697509765625,-227.0460662841797,0.18394258618354797,25.061049029601172,0.0,0.5,0.0,0.0
580,7.230405356734991,393.0832824707031,-226.6988983154297,0.16924260556697845,25.061049029601172,0.0,0.5,0.0,0.0
581,7.280405357480049,393.0795593261719,-226.3517303466797,0.15454263985157013,25.061049029601172,0.0,0.5,0.0,0.0
582,7.330405358225107,393.0758361816406,-226.0045623779297,0.1398426592350006,25.061049029601172,0.0,0.5,0.0,0.0
583,7.380405358970165,393.0721435546875,-225.6573944091797,0.1251426786184311,25.061049029601172,0.0,0.5,0.0,0.0
584,7.430405359715223,393.06842041015625,-225.3102264404297,0.11044271290302277,25.061049029601172,0.0,0.5,0.0,0.0
585,7.480405360460281,393.0647277832031,-224.9630584716797,0.09574273973703384,25.061049029601172,0.0,0.5,0.0,0.0
586,7.530405361205339,393.0610046386719,-224.6158905029297,0.08104276657104492,25.061049029601172,0.0,0.5,0.0,0.0
587,7.5804053619503975,393.057373046875,-224.2714385986328,0.06861051172018051,24.779155978502814,3.5010885805340486,0.5,0.0,0.0
588,7.6304053626954556,393.0538330078125,-223.92938232421875,0.0637769103050232,24.946394484627312,3.2446681995489435,0.5,0.0,0.0
589,7.680405363440514,393.0502624511719,-223.5875701904297,0.05845876410603523,24.343527906905095,3.3492960510104863,0.5,0.0,0.0
590,7.730405364185572,393.0465393066406,-223.23464965820312,0.05363794043660164,25.655231267919785,7.303244372024268,0.5,0.0,0.0
591,7.78040536493063,393.04296875,-222.8929443359375,0.049249131232500076,24.329369829583634,7.366683019932762,0.5,0.0,0.0
592,7.830405365675688,393.03924560546875,-222.53517150878906,0.045179612934589386,25.959671929347806,9.06696726628616,0.5,0.0,0.0
593,7.880405366420746,393.0355529785156,-222.18577575683594,0.04149553179740906,25.26620494888533,3.855977603367263,0.5,0.0,0.0
594,7.930405367165804,393.0318298339844,-221.83534240722656,0.038148172199726105,25.38599751623984,0.6999519241844427,0.5,0.0,0.0
595,7.980405367910862,393.0281066894531,-221.48611450195312,0.03510492295026779,25.243280520231977,0.8119595365441277,0.5,0.0,0.0
596,8.03040536865592,393.0244140625,-221.13584899902344,0.03232984617352486,25.36620677221141,0.7058646635297837,0.5,0.0,0.0
597,8.080405369400978,393.02069091796875,-220.78671264648438,0.029800167307257652,25.228200086225453,0.7802297512167672,0.5,0.0,0.0
598,8.130405370146036,393.0169982910156,-220.43653869628906,0.02748815529048443,25.35642482377283,0.7276322679763867,0.5,0.0,0.0
599,8.180405370891094,393.0132751464844,-220.08746337890625,0.02537759765982628,25.2207545572264,0.763258317348626,0.5,0.0,0.0
600,8.230405371636152,393.0095520019531,-219.73733520507812,0.023446062579751015,25.351801128010372,0.7384728014934431,0.5,0.0,0.0
601,8.28040537238121,393.005859375,-219.38829040527344,0.021681498736143112,25.217259945392325,0.7541541331489489,0.5,0.0,0.0
602,8.330405373126268,393.00213623046875,-219.03817749023438,0.020065173506736755,25.349839405298507,0.7437801673545807,0.5,0.0,0.0
603,8.380405373871326,392.9984436035156,-218.68914794921875,0.01858835108578205,25.215827463536137,0.7492260809732139,0.5,0.0,0.0
604,8.430405374616385,392.9947204589844,-218.3390350341797,0.017234744504094124,25.349224306429296,0.7461307519086731,0.5,0.0,0.0
605,8.480405375361443,392.9909973144531,-217.989990234375,0.01599794439971447,25.215437002581496,0.7465717486708288,0.5,0.0,0.0
606,8.5304053761065,392.9873046875,-217.63986206054688,0.014864062890410423,25.349267446995277,0.7470356869018882,0.5,0.0,0.0
607,8.580405376851559,392.98358154296875,-217.2908172607422,0.013827571645379066,25.215543668697894,0.745221730189477,0.5,0.0,0.0
608,8.630405377596617,392.9798889160156,-216.940673828125,0.012877102009952068,25.349597917245294,0.7472288799647764,0.5,0.0,0.0
609,8.680405378341675,392.9761657714844,-216.5916290283203,0.012009182013571262,25.215889108960717,0.7444587834124848,0.5,0.0,0.0
610,8.730405379086733,392.9724426269531,-216.2415008544922,0.011212482117116451,25.350028849745406,0.7469566830845833,0.5,0.0,0.0
611,8.780405379831791,392.96875,-215.8924560546875,0.010485363192856312,25.2163044211417,0.7440609679507679,0.5,0.0,0.0
612,8.830405380576849,392.96502685546875,-215.54229736328125,0.009817562066018581,25.350473619189977,0.7466039071525826,0.5,0.0,0.0
613,8.880405381321907,392.9613342285156,-215.1932373046875,0.009208431467413902,25.21672152513182,0.7438729438346398,0.5,0.0,0.0
614,8.930405382066965,392.9576110839844,-214.84307861328125,0.008648624643683434,25.350889598208393,0.7462352751165948,0.5,0.0,0.0
615,8.980405382812023,392.9538879394531,-214.4940185546875,0.008138332515954971,25.217105667516574,0.7438096257268515,0.5,0.0,0.0
616,9.030405383557081,392.9501953125,-214.14385986328125,0.00766908610239625,25.351256722611204,0.745884314107707,0.5,0.0,0.0
617,9.08040538430214,392.94647216796875,-213.7947998046875,0.0072418018244206905,25.217441584811162,0.7467114066205176,0.5,0.0,0.001500000013038516
618,9.130405385047197,392.94268798828125,-213.44464111328125,0.006848277989774942,25.351568118536626,0.7457730282496777,0.5,0.0,0.001500000013038516
619,9.180405385792255,392.93890380859375,-213.09559631347656,0.006490306928753853,25.217744739200576,0.7439293832577436,0.5,0.0,0.001500000013038516
620,9.230405386537313,392.9350280761719,-212.7454376220703,0.00616048788651824,25.351833011906347,0.7458543294070882,0.5,0.0,0.001500000013038516
621,9.280405387282372,392.9311218261719,-212.3964080810547,0.005860843695700169,25.217996139504262,0.7440401600922987,0.5,0.0,0.001500000013038516
622,9.33040538802743,392.9271545410156,-212.0462188720703,0.005584201775491238,25.352065628540235,0.745746026802862,0.5,0.0,0.001500000013038516
623,9.380405388772488,392.92315673828125,-211.6971893310547,0.005333347246050835,25.218210208003576,0.7441029473811434,0.5,0.0,0.001500000013038516
624,9.430405389517546,392.91900634765625,-211.3470001220703,0.00510126119479537,25.352248428276415,0.7455236908672298,0.5,0.0,0.001500000013038516
625,9.480405390262604,392.9148254394531,-210.9979705810547,0.0048911855556070805,25.218393430012696,0.7440618055984911,0.5,0.0,0.001500000013038516
626,9.530405391007662,392.91058349609375,-210.6477813720703,0.004696674179285765,25.352418494758727,0.745407262591375,0.5,0.0,0.001500000013038516
627,9.58040539175272,392.90625,-210.29876708984375,0.004520854912698269,25.218549833532375,0.7441108498404755,0.5,0.0,0.001500000013038516
628,9.630405392497778,392.90185546875,-209.94859313964844,0.0043577766045928,25.352542481991726,0.7451971640753303,0.5,0.0,0.001500000013038516
629,9.680405393242836,392.8974609375,-209.5995635986328,0.004210643470287323,25.218673317580492,0.7440909706723211,0.5,0.0,0.001500000013038516
630,9.730405393987894,392.89288330078125,-209.2493896484375,0.004073658026754856,25.352657479699324,0.7451295232027161,0.5,0.0,0.001500000013038516
631,9.780405394732952,392.8883056640625,-208.90036010742188,0.003950595855712891,25.21878100943909,0.7441173109331223,0.5,0.0,0.001500000013038516
632,9.83040539547801,392.8836669921875,-208.55018615722656,0.003835659008473158,25.352749611217007,0.7450277786221452,0.5,0.0,0.001500000013038516
633,9.880405396223068,392.8789367675781,-208.201171875,0.0037326239980757236,25.218870760330166,0.744120208433587,0.5,0.0,0.001500000013038516
634,9.930405396968126,392.8741455078125,-207.85096740722656,0.003636150388047099,25.35282895562767,0.7449592443494224,0.5,0.0,0.001500000013038516
635,9.980405397713184,392.8692932128906,-207.501953125,0.003549976274371147,25.218940891450526,0.7441654880038272,0.5,0.0,0.001500000013038516
636,10.030405398458242,392.86431884765625,-207.1517791748047,0.0034691046457737684,25.352895305244854,0.7449287992437094,0.5,0.0,0.001500000013038516
637,10.0804053992033,392.859375,-206.80274963378906,0.003397083142772317,25.219004619092836,0.744173181919961,0.5,0.0,0.001500000013038516
638,10.130405399948359,392.8543395996094,-206.45257568359375,0.0033290672581642866,25.352953721995593,0.744895538149818,0.5,0.0,0.001500000013038516
639,10.180405400693417,392.8492126464844,-206.10354614257812,0.0032690237276256084,25.219060510065635,0.7441841358975945,0.5,0.0,0.001500000013038516
640,10.230405401438475,392.84393310546875,-205.7533721923828,0.003211765317246318,25.35298870439025,0.7447751769516056,0.5,0.0,0.001500000013038516
641,10.280405402183533,392.8386535644531,-205.40435791015625,0.003161525586619973,25.219104973439592,0.7441294135843384,0.5,0.0,0.001500000013038516
642,10.33040540292859,392.8333435058594,-205.05416870117188,0.003113498678430915,25.353031146065607,0.7447607297351966,0.5,0.0,0.001500000013038516
643,10.380405403673649,392.8279724121094,-204.7051544189453,0.003071689512580633,25.21913269488683,0.744208922717011,0.5,0.0,0.001500000013038516
644,10.430405404418707,392.8224792480469,-204.35498046875,0.0030311010777950287,25.353058609404457,0.7447575685149628,0.5,0.0,0.001500000013038516
645,10.480405405163765,392.8169860839844,-204.00595092773438,0.0029962349217385054,25.219167826665608,0.7441657049865483,0.5,0.0,0.001500000013038516
646,10.530405405908823,392.8113098144531,-203.65577697753906,0.0029620551504194736,25.35308659357625,0.7447160746484324,0.5,0.0,0.001500000013038516
