timestamp,ttc
306.0209924541414,25.77174101880235
306.07099245488644,17.537876494290536
306.1209924556315,13.198627171795069
306.1709924563765,10.466404910068952
306.2209924571216,8.672501979106823
306.27099245786667,7.362611728006834
306.3209924586117,6.403228025385425
306.3709924593568,5.644206258827366
306.42099246010184,5.046471775310449
306.4709924608469,4.578652217467466
306.520992461592,4.179616879154805
306.570992462337,3.8632373282317034
306.6209924630821,3.5560481366298435
306.67099246382713,3.3118195204453023
306.7209924645722,3.069379306031037
306.77099246531725,2.87522373269465
306.8209924660623,2.678329317571089
306.87099246680737,2.5194746793512532
306.9209924675524,2.3554628029484626
306.9709924682975,2.2222219646362955
307.02099246904254,2.0826991472163536
307.0709924697876,1.8062111327368737
307.12099247053266,1.511616581398151
307.1709924712777,1.2800890558483413
307.2209924720228,1.094932281812604
307.27099247276783,0.9450609432486681
307.3209924735129,0.8954536991961716
307.37099247425795,0.8619950238410002
307.420992475003,0.8331247896751319
307.47099247574806,0.8058209945390497
307.5209924764931,0.7794492637035246
307.5709924772382,0.7534544412827702
307.62099247798324,0.7275950912362229
307.6709924787283,0.7016055237772199
307.7209924794733,0.6753981990360544
307.7709924802184,0.6487388655872061
307.82099248096347,0.6218314585093718
307.8709924817085,0.5926532681109722
307.9209924824536,0.5636037037983535
307.97099248319864,0.5314538248647716
308.0209924839437,6.019350408889476
